task_id,simulation_id,reuse_count,stage,seed,protocol,speed,load,load_side,pulse,ablations,mt_mode,impaired_mt_routes,challenged_routes,fast_mode,label
F-2baf6e1eea6e18b5,sim-337dcb5e9fe33c42fe377718d7ffcddb1b61cedb692b0ac925a6cb4ca285c870,101,F,601,pulse,low,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-26c4e703f53c2714,sim-21bc4196b2110292d6ea40f9519e3149ba599e6a548822c608742304a832e309,101,F,601,pulse,low,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-e7c7757c6623882b,sim-8f7c464bfaef6d9872ba8faf3688d8a27ee773b55f326156f7566237b90ed70f,101,F,601,pulse,low,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-1f447dad110aae5e,sim-17ff8fd806376cb21272a515e05de70d1d60dc76ddde1951f774d7e030f81ef7,101,F,601,pulse,low,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-685b8c5e1ed87f5a,sim-612961f1a77ad8ea76087a0ca1f29af126a16a30e5e1986c3fe11204cdb8064c,101,F,601,pulse,low,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-0fa06909ccf1a3af,sim-3100a4c9d64d55ef35d6b88bbce790463db848910a62205b835f8c408378c688,103,F,601,pulse,medium,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-a5c37d2ee7cfb6d9,sim-14c7b8359ea417faf140e04d372c39164947017b9cfb7a082fcf8086724810d4,103,F,601,pulse,medium,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-66fa15b4b98012fb,sim-74702bb7abe0bcb4d4e1b3725d686a36562aef742284caf692d9ba33ca567deb,103,F,601,pulse,medium,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-df24479258c87811,sim-3867101d55873c9d6a6597b1ead96e0c8aca4b01888470cb05f122f8c21f9ba4,101,F,601,pulse,medium,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-1d26609cb077b61f,sim-2285a2381258c0d50f6ecdc6c296dbbe4d18f026fcab6ff2fe0b1a09db4c20d3,101,F,601,pulse,medium,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-52411a85cae93679,sim-81493437e8e1328aa9889beaf5f5482bcdfd201b337ff653a47db2696f87f447,101,F,601,pulse,medium,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-f6d92c9699e1be40,sim-012cc43ccf3c5db1d1a0cb4ea20b98b9a106efddaefcf0f0dd704bb4f87183f4,101,F,601,pulse,medium,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-839ca5b327fcfad2,sim-9933dfa3762765d607401c30636d67c80e1a43b3c0cfd7e18e762b0a62c62135,101,F,601,pulse,medium,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-2d74bb1c7c708905,sim-68bf77a1d6e2efe0ad530385ab5858fb3afc390a4980eeddb89586fd443e7dc4,101,F,601,pulse,medium,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-0201bf5830e1dbdd,sim-63e39df0624d9477ffc03e1e3ae426e7a7a24d9044a398f44504c01390c33111,102,F,601,pulse,high,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-a391748b66a8b579,sim-9b64661a90bd62b6394f18ccdaead07412af9c8196de2128630a3a554edc317a,102,F,601,pulse,high,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-5694044b382845fe,sim-a89cb355605461dced7273f3338d19c6f90f621b72a3a8a2993e170505ffdb08,102,F,601,pulse,high,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-e090a9e21c606428,sim-004ade17fe779a3de02ab4ec94be8118df2203d3462df87b11e9012ee1debe08,101,F,601,pulse,high,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-8737827c3b1c6d55,sim-c7cbd9689b0896cfb9ad89aeca887981e0f242b6c4f01e2368cac44df6195cbf,101,F,601,pulse,high,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-549345b6126e1829,sim-b02eb357022afa0a353479c09c7b89667667afb848d475614d13760dd5ced3a9,101,F,601,pulse,high,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-f161c89b2dc5fdbe,sim-5879fee38d056c37aa793faf69f22ee5c66f0dfbb9540b3dc2e9d2210f442eaf,101,F,601,pulse,high,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-5cff4900e3e96a40,sim-4b6bf86dc120ab118f0f7bf187f36129bb5856b743bef37b199ee6e80fc94ef2,101,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-1108d649ad77e87f,sim-7e511d4d1387f45e4fca2247dd360a64974b111a1b13c31dc7f754bb8ff1ac53,101,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M0
F-3b7152a62f5e911f,sim-a18c58179b5afefff055266b1430631dfe01d5e1ee4097634666423b0cdae9f4,11,F,601,pulse,low,normal,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-df9279807260c6f5,sim-a390dda96dc6a529238313073a8e4ac087336fe0bc33d85d893711a0291c1bfd,11,F,601,pulse,low,normal,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-2941edfdefb1cff2,sim-813b9165d2854f0fa4fb37fa0d971b3a3d2d181ea14458d7cc0b6e9d3ae9ef35,11,F,601,pulse,low,normal,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-5a7733ebb795ff59,sim-9eb3382f6022aefdc504a6bafeb1ec83c2018afd5b27462f7db4d4789b99da3e,11,F,601,pulse,low,unilateral,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-376414a51626072e,sim-fd88c98d47f8b45f4f0f0565601e287e81a3399492b33aba7138b64c1fa52e63,11,F,601,pulse,low,unilateral,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-77f8cdc16956c586,sim-80065470ac880bad3fc1970f67b1f6b6700b7a4749f5d67ec47ddfaa6e785507,11,F,601,pulse,low,unilateral,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-5241ef11aa3f72fd,sim-3a4ec7a46dadb56be401652ec8110f434c391a27eea4921da07d07ba33870bb7,11,F,601,pulse,low,bilateral_high,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-083638c3f23393c2,sim-972b4148398482e218276ca05237d6a47d7a09ef2729b81707af7c7a25f57f22,11,F,601,pulse,low,bilateral_high,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-2265946a8e6607d1,sim-683cbafe410ff54aa9d03f7e4d1100b288548c2fb9dc09a650fedb50fe0bba85,11,F,601,pulse,low,bilateral_high,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-d1c7d26175d431e9,sim-8151f052ca5c8229cdfe1b080e0479add4510898a10e86740d2f784382198711,11,F,601,pulse,medium,normal,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-7582ba30fc237fc8,sim-8d79fab1f2d3faf4ab2112342cc0a3a2b43aaab5660e4f06ff927b9f56282910,11,F,601,pulse,medium,normal,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-ac13642decb3a40d,sim-c7cee154f5c9c43f9e13762a8055542b38cb104b98ff3895116f87103a456166,11,F,601,pulse,medium,normal,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-d56a3e97c8870e5d,sim-60329ec04eea9914d7b3d1fbc6cdda4e4e9fad5d6f58e20d17dcefb9ef968785,11,F,601,pulse,medium,unilateral,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-40fddd566872f0ef,sim-819a289955a1c97c2ff278210388e50a16fbec88cf0e0e9083c5862694af5335,11,F,601,pulse,medium,unilateral,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-39f751f098af9002,sim-c02d6e6b162eef070f53bc53092c3a1840e4424d97dcd066a144220432d2ace7,11,F,601,pulse,medium,unilateral,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-fcb2c76e9d9e6c0d,sim-e580ba2883fb12f6148c15fd5d6b0136bd6ef98e1e4b0562071f8daf7c2875a7,11,F,601,pulse,medium,bilateral_high,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-733c444e7852b1f9,sim-afc120e4048aed6bf9639439edabc816fc820b3b53468adbfe2a80afdc89f019,11,F,601,pulse,medium,bilateral_high,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-e4747bac95858c9e,sim-864cd55fec49c29900312c9319491da55fb38f133cb4dd8be0f39e7222242161,11,F,601,pulse,medium,bilateral_high,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-340c21a3e15425ee,sim-94b0b7883d41eab2d15b130bb413423d6440285ec16ee6375af238d22742616c,11,F,601,pulse,high,normal,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-1e73b6f6ca518f17,sim-e3c66b56c9433f1e9685daf9c46f0e7e761cb08893dc762a47b61b6955ff8d2c,11,F,601,pulse,high,normal,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-c83d855044af7295,sim-fdf7f7e095650f4875bdd9964fb1b71106c2bf051097cfef13f6aa609bdc3da9,11,F,601,pulse,high,normal,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-80306db40add3341,sim-1969188539d35967f25c0532a56bb3d12442bf02c407bc0d09f267d8b45ab93d,11,F,601,pulse,high,unilateral,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-617c25a075f1dfa8,sim-0b38cf43001e95fa3e129bf13a9d84dd606f9e06c0bec6b67007d2da2f443da6,11,F,601,pulse,high,unilateral,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-fc00f51088b7d8a7,sim-325b2178349fef3b0519fba3488c34f3e4d1356d76fd9394c54b49f816775762,11,F,601,pulse,high,unilateral,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-e977b04dbd9b4273,sim-823c81d195006b5c9dd7872960e1a4f01b22ee03844f56e6b12b1775e39c7da4,11,F,601,pulse,high,bilateral_high,L,none,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-d71ac7960c191fc4,sim-808d2b1208906609e1e192cce1b71230f681793f149e26450e1f44a6e50d6683,11,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-6b0da019c4991228,sim-3c07d5c49a5ad5360b83497c32935eea104427f5a6a3562393309ecdcd161b43,11,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A0M1
F-c6e243af2537485c,sim-95a6fdcf58fb0e585fe7a45973b6b881ba5c40c36c0664b8c3824160df312f6e,10,F,601,pulse,low,normal,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-5a926ddf122b7903,sim-d537575b77807b714e74afc3c4b83edd067665205ddfe09365476fa6239b5c65,10,F,601,pulse,low,normal,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-fd2ba534597f63c2,sim-007121a0d2048f2aa6ad7ddfce47bbbf4bdddee7e54feb29d344c37f2c739ce6,10,F,601,pulse,low,normal,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-81897f313a1a4c2e,sim-1b6bb663efb1e24e4b2a7002c60f21ef941b415122eb7300f9a969b8365cd92b,10,F,601,pulse,low,unilateral,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-e1fdd08c1af5e3ee,sim-42a183062c957d86caa796e1048e8b217a8556fc9a3cfe871dda4d6c101d1049,10,F,601,pulse,low,unilateral,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-3a14f5062795ebb0,sim-5f5a26b43f7a34ab2636dd8bce52b12e6ca73024e257de5e2ae6b668f99381f5,10,F,601,pulse,low,unilateral,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-5450541de5343bc6,sim-cde3102d47b70c9997b8bcd04bb30d800431256aade12b79ee6343bbf1b7dde6,10,F,601,pulse,low,bilateral_high,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-1389c80def1bfad1,sim-144c59ec22f17581a3ceac91a8f0b6ea890151bbcee5d0d1a0c0cd82eedb047a,10,F,601,pulse,low,bilateral_high,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-1bdf314175c058e2,sim-2087abbc2ec17a4f0557b92b1f2a1ad14e6d95c62ee1b098ee23d963a46e32c5,10,F,601,pulse,low,bilateral_high,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-66edce4b9a6f1a7f,sim-76117610cd54bd46ef122040f88212a0ceeb18c97d7d57fdb9f6d8711080d022,10,F,601,pulse,medium,normal,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-493f0f6ed621f901,sim-8037755b559b1984af1b4379aa0e6798fbd93eafaaa293807b12512e081e2799,10,F,601,pulse,medium,normal,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-fcc8e9c69e61deee,sim-a08327fc2107da53d6777528fb17be06fb48f65901b04c8060f3dfc789f7a357,10,F,601,pulse,medium,normal,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-0e42f4c59b93b74e,sim-05038895959a8c26f9683c888c9fd151dbe260597882d3ac4a4a90b418f69b86,10,F,601,pulse,medium,unilateral,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-1090ff2bccdf796b,sim-7084acb88dd7ee52fc271eaf049bbbff5ce623bc089eee44301d50e0c818cd5e,10,F,601,pulse,medium,unilateral,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-58a2968511c13d97,sim-1a5a7b5602ae6ceb50483cbb90d55c1cb09280507fdd8bdd06baa5456bfaa9e8,10,F,601,pulse,medium,unilateral,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-269d2971ca5662c4,sim-ff87113051336c10271dac99bc62e18eefe90eb1ac88d28643dbffa8588cb574,10,F,601,pulse,medium,bilateral_high,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-33ba610252152972,sim-499937b2b185fe1365d39b45ae9f150915b9ad0777a39a265ce5d8c2a76b1879,10,F,601,pulse,medium,bilateral_high,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-84ddb56a67b0e569,sim-d2417f971705ad0d4ce9f98e1793632905c342f7e40a10ade048c5ded09fab58,10,F,601,pulse,medium,bilateral_high,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-257d198c6793e3c0,sim-3be95a9eb7f79f35de0cd223ca871b51ff8ba8d83473e385a20314c0a7878fac,10,F,601,pulse,high,normal,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-78d51c710830bd14,sim-d21f0bec128a594f634648be87bcc7450c5790676a4e4b0699fbdcbe653226bc,10,F,601,pulse,high,normal,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-f0faffff3066c826,sim-e298f983852ebfdce950a423f59930b6e5a8029360add03f23dab9863c6a679f,10,F,601,pulse,high,normal,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-ec508f7ff5831337,sim-d89e23a950285fb73f039a6cf00c8511afd0ab0ca8292e5be8fbcf2f2a23d2cc,10,F,601,pulse,high,unilateral,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-5ebd48472f8fe7f2,sim-1b758e95d0cddf0a30390cb55da3b596c12c7becb128ca6bab6d6c9eb53571c4,10,F,601,pulse,high,unilateral,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-945d5b5a505e57e4,sim-234bfc2ee687284784ad8ef706db6180954a2f76be3222f0d37edb4f563581dc,10,F,601,pulse,high,unilateral,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-9b2216918dd499a8,sim-034606a925e2795a558b3cb1d582050eecb7558eb5c06261b5fc9c7e7c422ea6,10,F,601,pulse,high,bilateral_high,L,none,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-5556f3d935ab6d13,sim-d0aadb170e8a9f2537aec7289cf21c1689031a25dea5f516c2878a5c7515a1df,10,F,601,pulse,high,bilateral_high,L,excitatory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-7cd8580c727bdf91,sim-467a23e558431da7745180bd3f37c34b0f06f1aeed7fdc107d5c05e28e704f6f,10,F,601,pulse,high,bilateral_high,L,inhibitory,RG,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M0
F-0703c64334459d6e,sim-2c2de94e5380760e64c29d5fa6a7edd8794c72637da50f8e729df1f382fd207f,1,F,601,pulse,low,normal,L,none,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-34512708a5cf501d,sim-9c6036d67a216be67d98438bad4d6f1f196513ca187e827962798b3d721bea56,1,F,601,pulse,low,normal,L,excitatory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-2ada96580b00766a,sim-ac33741c31e7ede6f5d5e6e90cf92f7676bf13524adaad70cf340ced0c9a658c,1,F,601,pulse,low,normal,L,inhibitory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-311f096c26c104d7,sim-a49cdebbbfd516d9ef9bbaa33e2531d0e6cdcd158304dbcdf7c90286eb84ba6e,1,F,601,pulse,low,unilateral,L,none,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-a3a7dce3b3dc0a2f,sim-a94376442aa026d1d53ec0c30ed642e1d68a63d141f80483a1585fd1f1306c54,1,F,601,pulse,low,unilateral,L,excitatory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-661ce85490056e41,sim-39001e3b78d17efa07c9bb66eb96d5e4112a21dcb2f0ce4a8e1c423a47d0c2d5,1,F,601,pulse,low,unilateral,L,inhibitory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-3940cc3196d97d69,sim-d11df54701a7cd5291366dae230c42b19c27b24e92ab66f5346c399ada75e16b,1,F,601,pulse,low,bilateral_high,L,none,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-7289ab87d79bfa0a,sim-62638279616e005d2aebb1769a6133ec99f6e1f8c7449dafdedcda07da8083cc,1,F,601,pulse,low,bilateral_high,L,excitatory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-b14fe07fcf7d155a,sim-89e0a72bab8cfc6a4846d5aadfe252c5b9a7d559209f2516d4d4fc2039fe7006,1,F,601,pulse,low,bilateral_high,L,inhibitory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-cfc6758a89ffdf65,sim-c885b5d18aec1a92cac7a3ee5d49b746318bf3e6590bbf5a101b1819b3fddfea,1,F,601,pulse,medium,normal,L,none,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-387fd63105f4d352,sim-1ec9430a0b3a0dcb02f24f3e4c0f0ad8924f26396b445f8105547fb2cd0c3f26,1,F,601,pulse,medium,normal,L,excitatory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
F-9a4e0a9d110d464e,sim-f109f13cb834d3c01596d8ebf7b3a1fa620572d7242cdf1f0d90409528e3d5bd,1,F,601,pulse,medium,normal,L,inhibitory,RG,dynamic,RG,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_RG_M_RG_A1M1
