task_id,simulation_id,reuse_count,stage,seed,protocol,speed,load,load_side,pulse,ablations,mt_mode,impaired_mt_routes,challenged_routes,fast_mode,label
F-3ba7a0a10c0bf142,sim-c13a4425470eea4a42f54315ebaf7292b5ee57f67fad93a68fb96c93bea6df1a,11,F,601,pulse,high,bilateral_high,L,none,none,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A0M1
F-541a90005f7ced2b,sim-5e29f29463e9821f0156aa9e93100d670805bc89f81ab88dad82665961b1f50a,11,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A0M1
F-69dea143499e29bb,sim-42c8dd05f68d9728efce42079c86e4f23b7af525edf991e5e7a0517757ded7c5,11,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A0M1
F-da19847976585990,sim-946c5b8b179f8719ff82b9f1dd4ee6fb8205998541158089a45784c0167ff89b,12,F,601,pulse,low,normal,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-9b01276d10b27d12,sim-dbe9051bc61d2ab9abc7a71780661380128b2429dc1d5b8b3d4d3a8a3d6f7a9a,12,F,601,pulse,low,normal,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-46e9d27fca726e56,sim-b7f5e39528944a2b6bde35950ecbea469868d04b69e7e6092f405170bec9ec04,12,F,601,pulse,low,normal,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-b7efdf2576b55b92,sim-b25acd822379c0495da9cdf20ebfd1aa2e8c7fb328741dd008393ae4038d3799,11,F,601,pulse,low,unilateral,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-a8c912bb7fecd31e,sim-c7e7e78813fc932418bd9b3a35fdc1c0b018399756a5a61e99f2d7d4c4699b41,11,F,601,pulse,low,unilateral,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-4ee224dfce7c417d,sim-7a43a7e6bf372248fecbd210de7c8419f5bec31e3e8304dff92a312ded345162,11,F,601,pulse,low,unilateral,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-65a601043cc2ecac,sim-8756c9b7ba2f06dd08baa7e9189e870ccfe19a1db720604a643e59b3378be113,11,F,601,pulse,low,bilateral_high,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-b9f054baf09603c9,sim-8088ac4f153c97f83713860d3c7321869be0476754c39ba8f7591c5828cede4d,11,F,601,pulse,low,bilateral_high,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-099f03e4ae5a42d0,sim-b54a1e863304d9154f7f7896481a2d781375b260fc99a1599c32da2560600083,11,F,601,pulse,low,bilateral_high,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-273d6e86b77b6c20,sim-3326c979d36acded8b5d290c31d00ffae4d671f95673a1877a79932e1a6eb81a,12,F,601,pulse,medium,normal,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-6158e132cc656fc8,sim-3b0be1119a40b333f2bfd3aa419350fce58a70660a03856a08953ea06fd93c03,12,F,601,pulse,medium,normal,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-74a63d653617d7e5,sim-f702be524c3ddee9da159ea991006f0db6dd3bd7a77ed383c8d21a9e69f9e11e,12,F,601,pulse,medium,normal,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-3a72680dbc43b823,sim-b260bc989af2460e500eb924ad342f3996e9144b25011afc338e64126885b81a,11,F,601,pulse,medium,unilateral,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-e1dbda5bca163809,sim-ba5b416421fced1a5b7871036482d9e2b7cd42aa4fe7b5ab62fa6ab043763df1,11,F,601,pulse,medium,unilateral,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-f563d442ec74bd53,sim-ecb783b1790afe578314a5747d757202618a1e8e3d998d47a7128e79b5dd202f,11,F,601,pulse,medium,unilateral,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-2dc9c12e2f4b8d10,sim-a1814c9e01a91d92854da83c69e72443d1f059b6c8fe918a8602f10acc8bed63,11,F,601,pulse,medium,bilateral_high,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-16d76768377145ab,sim-871c8ab7c5b75472c7a653c59e3b247558365628ce568790f940a4418ecd7a62,11,F,601,pulse,medium,bilateral_high,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-27af059eaefffe88,sim-bb620b32de5d69da668661ed1936f302758150ff9bf8e2482911dfa1778f0fde,11,F,601,pulse,medium,bilateral_high,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-eabc55caa85ca308,sim-bcbbc02079d4d9e36be6da5662621ffc3009f0ae925b304c7bca69269b055dc7,12,F,601,pulse,high,normal,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-004af15263214505,sim-5463590b447c23060c4a5ecc11142e271566f8610b7235b31e161e128c74e9d7,12,F,601,pulse,high,normal,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-c617dd6fc477f0f5,sim-a0a689b5ae9bd63e8f8eef1399c0e6c59bac0f24a82aefd4d8f4d7923dceea62,12,F,601,pulse,high,normal,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-e505da39a97747db,sim-e215c0939098e6fe31adb1a403816a63922c4d1d9cec3e1466f005e0bbf85cb7,11,F,601,pulse,high,unilateral,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-e66db4c3d43f42b3,sim-69ea76c03278554409fc72c914347a2c444ccfb3521c5471431b5bcffcee02c3,11,F,601,pulse,high,unilateral,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-28d66e810b3a3260,sim-83149f1adbc9301d5cd71ef9508b19b8a45ba5b689d94d4eb04268d75e168b6a,11,F,601,pulse,high,unilateral,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-db0f4fcae23c80d3,sim-375efd15dc9c68b48e728c54baa2f7b278306c50b58ee96c5dc111807ece0ef2,11,F,601,pulse,high,bilateral_high,L,none,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-e90418bb339e6dc2,sim-bf3ae6c15f6d217efd21e368b4bee7a5b2bd55ae5590d350c660432ad09a9982,11,F,601,pulse,high,bilateral_high,L,excitatory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-acf72d1c51ad903f,sim-5c8731587d3e363aa0e6bf8d29c023c23ccaa7231c92de341f172380fc62a74e,11,F,601,pulse,high,bilateral_high,L,inhibitory,V0V,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M0
F-19ea849e5ed8ac0b,sim-d5dd8e736054a45058357d28696f9640223045a517f9c4fe12282c5ab2852eb8,1,F,601,pulse,low,normal,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-b5a9d07aa41644b5,sim-e918564a483635152f28a3ce6978c4ccbcd92ed1c33ffdf29424ef87475f81f6,1,F,601,pulse,low,normal,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-0969f07f40b8e9f9,sim-197c722465c370cb6040f75e231ef48b8f45d2ebd824d53a951ef9082247c976,1,F,601,pulse,low,normal,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-baa36a6645e9da16,sim-e14bd3cc661cd266f0379807a37ea31d7b66ea0fffffa8efbd181a81f3d8c4cc,1,F,601,pulse,low,unilateral,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-2994db9e458d2c1d,sim-fbb707c84b6309e14ec670cf359949ce9b71985b7100227d08b80822ddddeeb1,1,F,601,pulse,low,unilateral,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-715712f85b09a615,sim-c4fac0c519bba5d1a53310ad5e4104df96594bf4f883a0dc5a210e038532f107,1,F,601,pulse,low,unilateral,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-e6c1c13ce3c5543b,sim-2acfbdc44e78bbdd12a7bbb71c71a726b5ba242a6ee6fb88cbb9a883e585eb82,1,F,601,pulse,low,bilateral_high,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-5df45f77ffcbe295,sim-5f62315be0bdaeb204d776735e0e32dd82ba614f6bfac623dcb9f61db94839e4,1,F,601,pulse,low,bilateral_high,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-52112c90b14c3dea,sim-39f3e86fcdfe60ff03c0a24979bfb5a9521ff5a20b81b869cc09ac325eab9bb2,1,F,601,pulse,low,bilateral_high,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-5cc6509e1c6d629e,sim-7c9fabc2589c279b10df248c1d5047d3d47a232924ba046627870a2fae902aa9,1,F,601,pulse,medium,normal,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-f815cb705e02dc92,sim-ce73f5e740c9334d171cb9bb4751145dafc7d229146c00880ada65bb2f31e4f1,1,F,601,pulse,medium,normal,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-486dbf7d84dc6d0c,sim-e39a51e8665c13b67b8192e547e4a0f4f8fb5401993523c9685dc92ca833af56,1,F,601,pulse,medium,normal,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-a3eb125842682aba,sim-e1b6c3a29aa7f6ec56c5e9d9efbe8b5b89734a71931458498dd0273145691a55,1,F,601,pulse,medium,unilateral,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-9d649de44765bf73,sim-c851c1431080f3037bc484ddf0457c3f119c2867305e6a9120640cb73b3908a3,1,F,601,pulse,medium,unilateral,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-a00817e6172e614d,sim-c37bfa10778e3bacddae3e3f19070b262af31c43ec91f607efb50c0cf780aeff,1,F,601,pulse,medium,unilateral,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-52aed7182a4097ad,sim-2c8a676c5ea26b5497bbf7b94576562ca1a7a15d5c821c0d3ae1dc7e325e0ba0,1,F,601,pulse,medium,bilateral_high,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-d3b4767b615b10c3,sim-cc71d6307dc4b2aa186352cd9ee0ccd1bfbd80e07f533983d0152f00d59122ee,1,F,601,pulse,medium,bilateral_high,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-3d38fd80fece51ef,sim-0d949643a38f4d38aab0d0fa7f35a199106b262a30f1b2497000508482146cba,1,F,601,pulse,medium,bilateral_high,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-56307b290cc478ea,sim-4ed9ea9169ef947acde770123613df4662f84c3ace68ea15d785cfd120f94ca0,1,F,601,pulse,high,normal,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-31bc86216a1d2165,sim-007e98f1503d183da35358feae00927dcb865e6219c7c6578f7ded32f65825cb,1,F,601,pulse,high,normal,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-361324f6ea819d29,sim-d526f2d90cbb52eafac35b012b30d6cc3d397039c12c22e3dcd1780d0c5c4d5d,1,F,601,pulse,high,normal,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-f577104f08898d91,sim-b9201848bc48efb11bc5ba34d49ed8e2d8b48ee95774ab245f3c4b60e36ef653,1,F,601,pulse,high,unilateral,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-b3bb325012cb2530,sim-8ccc4772b8beed8dea991af87cf804c51627d81bc88593e5f767c63269c82f67,1,F,601,pulse,high,unilateral,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-7e3015a18ac9d03c,sim-396683f0ac7ec5dd9d2a28323c40426264fb7a335e9d59b720811fc80a64effe,1,F,601,pulse,high,unilateral,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-53079e0680e2c57f,sim-985f85995998f13dd5084f5f5a54e57ba92f6ffafe731547a86c6f0283e8d7c2,1,F,601,pulse,high,bilateral_high,L,none,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-b34d0c9bf23b8c26,sim-ae30b6ca436950e8d85f70c994fce81f85698405c0464e437b667f854dcfbdcb,1,F,601,pulse,high,bilateral_high,L,excitatory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-dc89b42c8d0af2bd,sim-7eb3c280cc8e0fe6008161c16b91930d5c7cf71783ee8aaed04a4ec13d5a651e,1,F,601,pulse,high,bilateral_high,L,inhibitory,V0V,dynamic,V3,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V3_A1M1
F-411633c20faabd75,sim-432760137eb87e262d8ca8c6d913d3b622534f84370c4fd29d90be0d57cfa5b4,102,F,601,pulse,low,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-5469a4fd00d62e44,sim-7644dc6cf2b51fa37f3928eade7e9449a8eb72eda77d6dcaf7f04b77dd93d1ea,102,F,601,pulse,low,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-6bcf9b7b42bcbae0,sim-e21a47fea7a07980facb42be574bb90511846956abf8b94176eb02125c09b89c,102,F,601,pulse,low,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-cc04a01120c01bd3,sim-839acf8792aba7d0834e429699c8bc4b00d256ba4715b1ac5effd271878efe5a,101,F,601,pulse,low,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-1fbdb8a63ac1cd18,sim-337dcb5e9fe33c42fe377718d7ffcddb1b61cedb692b0ac925a6cb4ca285c870,101,F,601,pulse,low,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-17cc8d613f7c9483,sim-21bc4196b2110292d6ea40f9519e3149ba599e6a548822c608742304a832e309,101,F,601,pulse,low,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-f7b009c5ffd80c67,sim-8f7c464bfaef6d9872ba8faf3688d8a27ee773b55f326156f7566237b90ed70f,101,F,601,pulse,low,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-6849e7b61d2374a4,sim-17ff8fd806376cb21272a515e05de70d1d60dc76ddde1951f774d7e030f81ef7,101,F,601,pulse,low,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-7f2479060a2708d5,sim-612961f1a77ad8ea76087a0ca1f29af126a16a30e5e1986c3fe11204cdb8064c,101,F,601,pulse,low,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-73f5f50076b85864,sim-3100a4c9d64d55ef35d6b88bbce790463db848910a62205b835f8c408378c688,103,F,601,pulse,medium,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-427b9ffc560d5771,sim-14c7b8359ea417faf140e04d372c39164947017b9cfb7a082fcf8086724810d4,103,F,601,pulse,medium,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-ed89ba219483d5e3,sim-74702bb7abe0bcb4d4e1b3725d686a36562aef742284caf692d9ba33ca567deb,103,F,601,pulse,medium,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-b80bd6aeabaefc89,sim-3867101d55873c9d6a6597b1ead96e0c8aca4b01888470cb05f122f8c21f9ba4,101,F,601,pulse,medium,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-424cfe90453904f9,sim-2285a2381258c0d50f6ecdc6c296dbbe4d18f026fcab6ff2fe0b1a09db4c20d3,101,F,601,pulse,medium,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-8f1b572e32965147,sim-81493437e8e1328aa9889beaf5f5482bcdfd201b337ff653a47db2696f87f447,101,F,601,pulse,medium,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-8f5a783ee570c2f6,sim-012cc43ccf3c5db1d1a0cb4ea20b98b9a106efddaefcf0f0dd704bb4f87183f4,101,F,601,pulse,medium,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-9172feb2264640ed,sim-9933dfa3762765d607401c30636d67c80e1a43b3c0cfd7e18e762b0a62c62135,101,F,601,pulse,medium,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-77a52c5bafeac880,sim-68bf77a1d6e2efe0ad530385ab5858fb3afc390a4980eeddb89586fd443e7dc4,101,F,601,pulse,medium,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-c45c8ae52cfde64e,sim-63e39df0624d9477ffc03e1e3ae426e7a7a24d9044a398f44504c01390c33111,102,F,601,pulse,high,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-6ae05870e19b8241,sim-9b64661a90bd62b6394f18ccdaead07412af9c8196de2128630a3a554edc317a,102,F,601,pulse,high,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-3cda921293482609,sim-a89cb355605461dced7273f3338d19c6f90f621b72a3a8a2993e170505ffdb08,102,F,601,pulse,high,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-44dedff0fc35572b,sim-004ade17fe779a3de02ab4ec94be8118df2203d3462df87b11e9012ee1debe08,101,F,601,pulse,high,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-e459bc8930f2eb45,sim-c7cbd9689b0896cfb9ad89aeca887981e0f242b6c4f01e2368cac44df6195cbf,101,F,601,pulse,high,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-b06b89a7f73ef71d,sim-b02eb357022afa0a353479c09c7b89667667afb848d475614d13760dd5ced3a9,101,F,601,pulse,high,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-727a8f76d33a9020,sim-5879fee38d056c37aa793faf69f22ee5c66f0dfbb9540b3dc2e9d2210f442eaf,101,F,601,pulse,high,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-5d268a9061b052be,sim-4b6bf86dc120ab118f0f7bf187f36129bb5856b743bef37b199ee6e80fc94ef2,101,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-b10be454094c4b8b,sim-7e511d4d1387f45e4fca2247dd360a64974b111a1b13c31dc7f754bb8ff1ac53,101,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M0
F-30f62deb70f1e920,sim-28da258c6c33a7986f3b8268cc6877f0687c29b54accbc4bc3b7c4c624cc6bb4,11,F,601,pulse,low,normal,L,none,none,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M1
F-dc2f58c0bb90bf87,sim-caead1aa1dd68425b33b2d93b6e45659cc24e19627029bb0d7b70859a4335e86,11,F,601,pulse,low,normal,L,excitatory,none,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M1
F-420dba412f33a0ef,sim-347e2a6abffc96a2193e5239aa0e94f15846bb2b801cf832c8997120db274fce,11,F,601,pulse,low,normal,L,inhibitory,none,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M1
F-e5420bac21b1a5e9,sim-ecc0066da1232ff90df1fde5cc419c38e24a82be1dbd13b56a346a8fc9876cac,11,F,601,pulse,low,unilateral,L,none,none,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V0V_M_V1Ia_A0M1
