simulation_id,epoch,stage,frequency_hz,rg_cycle_interval_cv_mean,lr_phase_error_mean_abs_deg,fe_phase_error_mean_abs_deg,lr_phase_slip_rate,fe_phase_slip_rate,lr_phase_slip_count,lr_phase_cycle_count,fe_phase_slip_count,fe_phase_cycle_count,bilateral_amplitude_balance,pf_transfer_reliability,mn_transfer_reliability,pf_transfer_anchor_count,pf_transfer_missed_count,pf_transfer_matched_count,mn_transfer_anchor_count,mn_transfer_missed_count,mn_transfer_matched_count,rhythmic_failure,min_rg_burst_count,challenged_rrp_mean_secondary,challenged_replenishment_resource_mean_secondary,technical_valid,technical_exclusion_reason,n_bursts_L_F,n_bursts_L_E,n_bursts_R_F,n_bursts_R_E,mt_RG_mean,rrp_RG_mean_secondary,replenishment_resource_RG_mean_secondary,mt_PF_mean,rrp_PF_mean_secondary,replenishment_resource_PF_mean_secondary,mt_MN_mean,rrp_MN_mean_secondary,replenishment_resource_MN_mean_secondary,mt_V0D_mean,rrp_V0D_mean_secondary,replenishment_resource_V0D_mean_secondary,mt_V0V_mean,rrp_V0V_mean_secondary,replenishment_resource_V0V_mean_secondary,mt_V2a_mean,rrp_V2a_mean_secondary,replenishment_resource_V2a_mean_secondary,mt_V3_mean,rrp_V3_mean_secondary,replenishment_resource_V3_mean_secondary,mt_V1Ia_mean,rrp_V1Ia_mean_secondary,replenishment_resource_V1Ia_mean_secondary,mt_V1Ren_mean,rrp_V1Ren_mean_secondary,replenishment_resource_V1Ren_mean_secondary,mt_V2b_mean,rrp_V2b_mean_secondary,replenishment_resource_V2b_mean_secondary
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,11,prechallenge_demand,2.4317260939435026,0.145968189530832,38.043132304598174,28.05141165958714,0.125,0.1111111111111111,1,8,1,9,0.9083625569743012,1.0,1.0,17,0,17,17,0,17,0,5,1.0,1.0,1,none,5,5,6,5,0.06588069572135671,0.986001811808336,0.9504981976937869,0.10735999069810484,0.9772068129490065,0.9131582137676619,0.11303150859747824,0.9771197358758748,0.9082483850516259,0.04384095294056326,0.9914313983460148,0.9701212481936597,0.05226987961020912,0.9896782470867427,0.9645250346610807,0.05423983925853605,0.9885924947166868,0.962344208621126,0.027551843274347333,0.9973854436508812,0.9834354809920639,0.09320341689517816,0.9802826838216476,0.9281206446781239,0.1369143959440405,0.971417851654318,0.8823440787173843,0.06777831364825403,0.9862776559408994,0.950702320769196
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,12,prechallenge_demand,2.379743475432711,0.07328503516620138,9.839438494211251,9.08127026256801,0.0,0.0,0,7,0,7,0.8929515875371399,1.0,1.0,16,0,16,16,0,16,0,4,1.0,1.0,1,none,5,4,4,5,0.06661228961812735,0.9856674439788065,0.949868974556718,0.10716640314291254,0.9777570841390538,0.9135871157513766,0.11251437605901342,0.9764145204174756,0.9087057062104527,0.04216462725650724,0.9909965742874569,0.9715839296802301,0.05495089650367163,0.9875603983222386,0.9622044027764309,0.05649210703098061,0.9878742135958622,0.9604555320054919,0.02494576550802529,0.9942804316014155,0.9849354843494807,0.09817283381377183,0.9795222063681913,0.9236480676910387,0.1349691567022988,0.9729783699913009,0.8840216413864513,0.06657237083757882,0.9859448374802323,0.9518433912290459
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,13,challenged_demand,2.566861681722725,0.03989574914065171,9.591524439608087,8.194176357461714,0.0,0.0,0,9,0,9,0.9243770739435717,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,6,6,5,0.06570164310324404,0.9865178765056547,0.9507159866328116,0.10105400769650609,0.9792317016030601,0.9192043932388411,0.10609904946901151,0.9780470402437288,0.9146306499541446,0.04076805088321556,0.9918869637133937,0.9725898566388523,0.0537754441232611,0.9891625878046113,0.9633987660859252,0.05387371808944745,0.9886947736590446,0.9627475958463941,0.02347626019403121,0.9949461570861564,0.986002178134401,0.08853197187981066,0.9831545828631135,0.9324010054532637,0.12400363288063858,0.9743855710424243,0.8942106582893473,0.06601797732954708,0.985986463507151,0.9523738100282574
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,14,challenged_demand,2.5619298404893396,0.04147539520644694,9.84477680793953,9.534644849291416,0.0,0.0,0,8,0,8,0.9530573012277127,1.0,1.0,16,0,16,16,0,16,0,5,1.0,1.0,1,none,5,5,5,5,0.06464598989495446,0.986088143680181,0.9514368027795551,0.09801719594891668,0.9796318220808933,0.9221956140947191,0.10607526597061039,0.9772289360453013,0.9148352638907311,0.03845012615892325,0.9933168595504346,0.9744259527215599,0.04991683710582522,0.9900481345801658,0.9664973537073424,0.0536402792463588,0.9888536394082788,0.962938273078754,0.02550931541802485,0.9944029012593815,0.9844633817360906,0.08858475752534795,0.9811812572156084,0.9321523000562886,0.12157914063001325,0.9743341580440213,0.8975358324456616,0.06530865159341434,0.9866425015977618,0.9532615092623498
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,15,challenged_demand,2.500083013260628,0.04901556363196053,13.436175782216239,4.326627660747722,0.0,0.0,0,8,0,8,0.8934395814359557,1.0,1.0,17,0,17,17,0,17,0,5,1.0,1.0,1,none,5,5,5,5,0.0655213439638369,0.9861338903173005,0.9506069130394588,0.09923486522876236,0.9796233986170227,0.921210670116962,0.10764188045092402,0.9773961188609341,0.9134419340364145,0.03566380595115933,0.9918426377469594,0.9761726693877018,0.052759824443968664,0.9884359737618368,0.9640295509291107,0.05447616271340103,0.9886741155332475,0.9621744401120333,0.02471290930057203,0.9957513290567008,0.9850701822575293,0.09061593558055045,0.9801639771250539,0.9298471987267687,0.12324951167474432,0.974589409905607,0.8963510337198187,0.06529752199038114,0.9860134230979002,0.9530320572343385
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,16,challenged_demand,2.553230879038787,0.10871830026756786,36.76191581512483,25.81256975007968,0.1111111111111111,0.1111111111111111,1,9,1,9,0.864867905755351,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,6,5,5,5,0.06579606459977502,0.9854476387861664,0.9504341849128316,0.09870627467467963,0.977200417778805,0.9214788422846961,0.10877274637897151,0.97563540497077,0.912131824864236,0.040539510680380114,0.9905638279041149,0.9723571000651574,0.05468674432418831,0.9880912529278008,0.9625090565511164,0.05486259102536533,0.9879833102210229,0.9618244385586245,0.026415078060789333,0.9936899827647403,0.9836303895815581,0.09132298263891113,0.9815179340409325,0.929254403954752,0.12478901160147078,0.9712522730308004,0.8944568553579336,0.06723437473835443,0.9852354403228267,0.9511741045628804
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,17,challenged_demand,2.4572663193640745,0.060122385585578864,10.670505124232108,30.438943560566543,0.0,0.14285714285714285,0,5,1,7,0.8310077891600919,1.0,1.0,14,0,14,14,0,14,0,3,1.0,1.0,1,none,4,3,5,5,0.06720329328711208,0.9856677238608925,0.9492168985650595,0.10182792071982055,0.978729917972401,0.9186873790223362,0.10850492907348766,0.9784162856072229,0.9126167398388421,0.0401513522722344,0.9915144536054784,0.9726238502476852,0.052563791754752426,0.988867465729057,0.9641183706339306,0.05463076374765356,0.9886521336409211,0.9619578947325106,0.025358270108101925,0.9953523561344121,0.9846475792592653,0.09082819380743552,0.9784395004581573,0.9291200312614,0.12571289682393566,0.9752541110632742,0.8938153776115948,0.06746899006333365,0.9853404866239314,0.9508303142545508
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,18,challenged_demand,2.458468395484239,0.050602591526867025,12.353210708932245,9.081266789099903,0.0,0.0,0,8,0,7,0.9695746669078609,1.0,1.0,17,0,17,17,0,17,0,4,1.0,1.0,1,none,5,5,4,5,0.06713585096190555,0.9862235289794026,0.9494425170007307,0.1045202989879057,0.9775086252727906,0.9164183200893011,0.10740474961472267,0.9771004073957656,0.913807855780512,0.04141817223389389,0.9914552721526018,0.9719143450295109,0.05317311270045995,0.9892842601055232,0.964001321675122,0.05480242481520236,0.9885982415254037,0.9619306991814504,0.02297812223916385,0.994958009381169,0.9865199019205768,0.09941497530507036,0.9790261296664557,0.9217226628918255,0.12451571909066832,0.973354599128987,0.8953375617082944,0.07007098170158403,0.9858699190786105,0.9486630081847666
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,19,postdemand_recovery,2.539007679289944,0.022640725589872093,15.682921624523114,3.2774450264551813,0.0,0.0,0,8,0,9,0.9067230190509404,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,5,6,5,0.0650075440139149,0.9902022992066681,0.9558443787668691,0.10253730147081878,0.98391729664518,0.9254676216557147,0.10573870809327544,0.9836144875471089,0.9231625297886351,0.038689844754641954,0.9944762985683581,0.9762394954831557,0.05282813988010624,0.9916011265843163,0.9675429313552693,0.054608002888992285,0.9913123638177249,0.9657843690534658,0.02535509069479503,0.9966450319330534,0.9862213931653694,0.09831875745663342,0.9841762068920636,0.9301156383733553,0.12119556166424682,0.9807221168446694,0.907194368273907,0.06721333925006888,0.9897756115354961,0.9557824250915953
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,20,postdemand_recovery,2.5662554030398246,0.01863274872169575,19.199056373927938,6.429239960428843,0.0,0.0,0,9,0,8,0.9254381156746944,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,6,5,5,0.06321969596848763,0.9900954743238058,0.9619961341069356,0.10209231200748402,0.9843373675604705,0.934015414555831,0.10597496072496809,0.982944804149223,0.931390754622917,0.03836077944816314,0.9943445093401653,0.979075561948669,0.0544510828766569,0.9912741536669872,0.9701203239985352,0.05528556475700473,0.9912331276058723,0.9691629895169601,0.01855680235417588,0.9983100026451707,0.9912239296444699,0.1020926600668182,0.9836168358407544,0.9349094525193192,0.12669720460482997,0.9787426306030688,0.912608156584297,0.06523442508709536,0.9899621775703453,0.9622094698410892
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,21,postdemand_recovery,2.570377258204646,0.021753443140569262,15.481957464782564,6.598263012482684,0.0,0.0,0,8,0,8,0.9918895770473092,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,5,5,5,0.06223197551267067,0.9902924652897795,0.964220142627876,0.10028034928864503,0.9841834583082522,0.9379128702095317,0.10846038931451682,0.9825074240857176,0.9321877160204033,0.036796978844571636,0.9937968061802225,0.980670776366538,0.0566948917056181,0.9909426027319389,0.9698230623118362,0.056617515500767275,0.9908412375374044,0.9694693421979158,0.015584594273321947,0.9970306384964968,0.9928788613223855,0.10550333452592671,0.9830391606415774,0.9341034886942361,0.13201812734708177,0.9782682970417867,0.9112704580224021,0.06463567015254221,0.9897730516878062,0.9641919552180204
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,22,postdemand_recovery,2.565069320530837,0.01664559938605434,8.949975689635998,5.818895856908457,0.0,0.0,0,8,0,8,0.9386005434684334,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,5,5,5,0.06224843331400015,0.9904003526312126,0.9646914037477785,0.1016305704768734,0.9836218021965726,0.937737585680409,0.10911410369925872,0.9827402505717668,0.9324333856363565,0.03833057156835678,0.9943028427513213,0.9801615697135538,0.05692764562641224,0.9909534746213206,0.9699752943795283,0.05749201819195365,0.9912047964114468,0.969303205686851,0.017243015411738918,0.9978104503351708,0.9920444568795074,0.09655710214947415,0.9875927199453675,0.9415700805496008,0.13171593835243584,0.9801825087034791,0.9123755798916784,0.06476181275489637,0.9898600295914064,0.9646101683456322
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,23,postdemand_recovery,2.5607532415462337,0.03243791936606949,10.218746234485723,6.513775042007293,0.0,0.0,0,9,0,9,0.9340301554990206,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,6,5,5,6,0.06253334145082577,0.9899794728830161,0.9646449886226349,0.10198572609637023,0.9841571568227729,0.9376912246575262,0.10918005886879706,0.9830822607860384,0.9325418713441461,0.0370282140570842,0.9944631029847859,0.9809931461300334,0.05807933662765564,0.9907446906825375,0.9692734636624282,0.05672124678089489,0.9912601193368458,0.9698498004299055,0.01525694382382521,0.9974789401573123,0.9929383819100142,0.08757060566129224,0.9850913497436239,0.9484601775290149,0.12708467547386745,0.9802533334625985,0.915829892339828,0.06552730031953488,0.9898642646268074,0.9642721114716424
sim-4416fb6581c912835b11988445fab7d4f6d103fa010a08bb6dac21a11d825bb6,24,postdemand_recovery,2.5575766470814574,0.011497032905433422,9.526243576705738,4.486115938113656,0.0,0.0,0,8,0,8,0.9454391897388387,1.0,1.0,17,0,17,17,0,17,0,5,1.0,1.0,1,none,5,5,5,5,0.06257822459987687,0.9901763913357058,0.9647560549743537,0.09968970023881833,0.984798012177631,0.9394883986435147,0.1072963694575431,0.9831313461230863,0.9339331116479153,0.038041644376372065,0.9938326684797848,0.9804568059959451,0.058516126613900814,0.9910284364267676,0.969135986286768,0.05728730757874572,0.9908559374483525,0.9695698320070867,0.016706087667332337,0.9973982646756613,0.9921784259153857,0.0981943375784463,0.9842236795525113,0.9410423572297109,0.12537620877907185,0.9796653012647216,0.9171123197560751,0.06550007322978212,0.989669009941156,0.9643953989250765
sim-59095c25ff8280ce421fc5f81157911b91d260b403c88422a3a700b5a4a542bc,1,baseline,1.968370658405565,0.479653080409431,150.13544049050094,115.58591047880053,0.8333333333333334,0.7142857142857143,5,6,5,7,0.7560619836694985,0.7333333333333334,0.6666666666666667,15,4,11,15,5,10,0,4,1.0,1.0,1,none,4,4,5,5,0.02932176379031987,0.9878237562395101,0.9837349891189128,0.07056803706617146,0.9898995172332683,0.9875996993951955,0.06559485476713534,0.9915944717644861,0.991132232335429,0.06388309663775847,0.995333929194782,0.9923069805308234,0.06543218633107352,0.994190553077907,0.9913093004893773,0.06832069115431347,0.9930150265965696,0.9892646880551379,0.05902529682125603,0.997903766020358,0.9956867068334552,0.0886269537041091,0.9847098031017046,0.9747780134804359,0.06327047004643206,0.9916743553534836,0.9927494587149659,0.07152584913458843,0.9922201806316465,0.9870699818244141
sim-59095c25ff8280ce421fc5f81157911b91d260b403c88422a3a700b5a4a542bc,2,baseline,2.581661654699769,0.026962534008737042,10.4172024421781,4.923802511499376,0.0,0.0,0,9,0,9,0.9554421859763049,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,6,5,5,5,0.004438071023716293,0.9893203699810083,0.9761778668567113,0.08527788717768564,0.9827520390437242,0.9593514083843702,0.08425192713151447,0.9818374554603794,0.9603213245674204,0.04621987957478307,0.993754036364469,0.9852758734633777,0.05584024144925483,0.9907747569142982,0.9796016723558637,0.058005359268568965,0.9908898983719692,0.9780589777558255,0.029551119485998978,0.9980373449405002,0.9953808949251876,0.09312164479086504,0.9846540899210878,0.9538400920283947,0.0948532628868711,0.977588961547662,0.9525509814759571,0.06268049158275893,0.9890884935849399,0.9750137126450901
sim-59095c25ff8280ce421fc5f81157911b91d260b403c88422a3a700b5a4a542bc,3,baseline,2.546276989900681,0.024400983760943205,18.751270809742213,6.339801002443819,0.0,0.0,0,8,0,8,0.9469410442002495,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,5,5,5,0.002812945337260665,0.989756407109464,0.9749399057701169,0.09827688317827946,0.9834830233207769,0.9441078551437726,0.09960169676511171,0.9831840801030869,0.9436045617684238,0.041228958850045065,0.9937895682606895,0.982006197933491,0.05783858049665737,0.9904280046631074,0.9725352690383298,0.057669346726873315,0.9908548866086755,0.9723806319510051,0.02053059652403022,0.9971718877233456,0.9938910537691243,0.09479890633558309,0.9832436975462304,0.9465427536123469,0.11775460642877471,0.9804837700750756,0.9291412004542237,0.0655866478106298,0.9896957852853132,0.9673542565645258
sim-59095c25ff8280ce421fc5f81157911b91d260b403c88422a3a700b5a4a542bc,4,baseline,2.560300024507286,0.022512342141779624,12.768707403253352,4.417383680908697,0.0,0.0,0,8,0,8,0.9219432073313657,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,5,5,5,0.002691602376226852,0.9898418421805985,0.9747444708904747,0.10199713503247781,0.9840155967384648,0.9389664627726613,0.10672096508227195,0.9827893548217811,0.9359840243766155,0.041794850047047985,0.9935587821673573,0.9794376741508227,0.05765462570584164,0.991548595329309,0.9707561873999877,0.05690466960577539,0.9914347881331341,0.9708836446284516,0.017677255973804852,0.9985282219659563,0.9932224148164592,0.10093559386796744,0.9857650793946731,0.9397240759561086,0.12589317288267574,0.9792444066077627,0.9192470504521159,0.06561711348704667,0.9897304354844522,0.9653246719286337
sim-59095c25ff8280ce421fc5f81157911b91d260b403c88422a3a700b5a4a542bc,5,baseline,2.5989481882873835,0.02266173923669895,13.175195190733497,4.721674080175142,0.0,0.0,0,9,0,9,0.9500512256504355,1.0,1.0,18,0,18,18,0,18,0,5,1.0,1.0,1,none,5,6,6,5,0.002670803371260761,0.9896712624286991,0.9747831550633417,0.10038748502692232,0.9845509798340938,0.9393658404119729,0.10597855600382869,0.9835673129459866,0.9355713135207133,0.040266036015954396,0.9940876535854215,0.9795912863379486,0.05571459777363766,0.9913844807416251,0.9712089991315364,0.05706475075907048,0.9909795243150641,0.9700483160256567,0.014626917856526912,0.9973833428702767,0.9938475360822474,0.08998271831715357,0.9861343121313789,0.9471881891850569,0.12524280729824347,0.9801274772307585,0.9183236013386533,0.06556142993704568,0.9898233344042958,0.9646905704990749
