comparison_type,intervention_or_pair,pulse,phase_analysis_window,design_cell_count,rhythmic_to_rhythmic_count,rhythmic_to_failure_count,failure_to_rhythmic_count,failure_to_failure_count,lr_phase_delta_deg_complete_cells,lr_phase_delta_deg_median,lr_phase_delta_deg_range_min,lr_phase_delta_deg_range_max,lr_phase_delta_deg_negative_cells,lr_phase_delta_deg_neutral_cells,lr_phase_delta_deg_positive_cells,fe_phase_delta_deg_complete_cells,fe_phase_delta_deg_median,fe_phase_delta_deg_range_min,fe_phase_delta_deg_range_max,fe_phase_delta_deg_negative_cells,fe_phase_delta_deg_neutral_cells,fe_phase_delta_deg_positive_cells,lr_nonadditivity_deg_complete_cells,lr_nonadditivity_deg_median,lr_nonadditivity_deg_range_min,lr_nonadditivity_deg_range_max,lr_nonadditivity_deg_negative_cells,lr_nonadditivity_deg_neutral_cells,lr_nonadditivity_deg_positive_cells,fe_nonadditivity_deg_complete_cells,fe_nonadditivity_deg_median,fe_nonadditivity_deg_range_min,fe_nonadditivity_deg_range_max,fe_nonadditivity_deg_negative_cells,fe_nonadditivity_deg_neutral_cells,fe_nonadditivity_deg_positive_cells,recovery_eligible_cells,recovery_event_observed_cells,recovery_eligible_without_event_cells,recovery_ineligible_cells,recovery_observed_time_complete_cells,recovery_observed_time_median_s,recovery_observed_time_range_min_s,recovery_observed_time_range_max_s,aggregation_basis,independent_stochastic_realization_count,inferential_scope,generated_at_utc,publication_script_version,publication_script_sha256,protocol_spec_sha256,locked_protocol_sha256,source_a_to_d_script_sha256,source_e_f_script_sha256,source_g_h_script_sha256,output_row_count
pair_minus_intact,V0D+V0V,inhibitory,post_pulse,9,9,0,0,0,9,98.86739283,74.03859495,116.5935952,0,0,9,9,1.314370511,-8.995369424,10.0889413,2,0,7,9,88.62259483,57.94402936,102.3338227,0,0,9,9,-1.785400959,-15.03302,1.870392413,5,0,4,9,0,9,0,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ia+V2b,none,whole_run,9,9,0,0,0,9,51.84760451,12.45547292,109.1116513,0,0,9,9,125.6873942,75.18172738,142.6150217,0,0,9,9,55.40330213,-22.05868239,108.0891558,1,0,8,9,113.7611567,44.49257909,124.0825236,0,0,9,,,,,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ia+V2b,excitatory,post_pulse,9,9,0,0,0,3,5.195584709,-9.483076934,21.37382138,1,0,2,3,108.5776786,101.9857601,121.5424055,0,0,3,3,52.67589493,37.60737733,66.65342723,0,0,3,3,142.0044528,129.5659621,150.270073,0,0,3,3,0,3,6,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ia+V2b,inhibitory,post_pulse,9,9,0,0,0,3,53.30962486,53.11539085,53.96854769,0,0,3,3,100.1844908,99.99078808,100.8122858,0,0,3,3,57.20658317,53.92781476,60.46353657,0,0,3,3,98.44435542,97.56601476,98.9846262,0,0,3,3,0,3,6,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V2a+V0V,none,whole_run,9,9,0,0,0,9,-0.6747481065,-8.571437121,18.93935156,6,0,3,9,2.99164256,-5.501785833,8.376200714,4,0,5,9,0.899911952,-26.60564056,10.97890082,4,0,5,9,-2.719629841,-11.90786009,13.59694535,5,0,4,,,,,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V2a+V0V,excitatory,post_pulse,9,9,0,0,0,9,2.982517061,-19.40107985,34.66602718,3,0,6,9,1.30389406,-21.82230183,6.687921194,4,0,5,9,0.4878804108,-27.17341574,19.07906492,4,0,5,9,-1.067977202,-4.15770384,18.44832216,5,0,4,9,9,0,0,9,1.681275,0.55825,2.19255,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V2a+V0V,inhibitory,post_pulse,9,9,0,0,0,9,0.4578119395,-11.80748778,7.377432573,4,0,5,9,-0.8249670739,-8.063780148,9.425565912,5,0,4,9,4.545883773,-6.958220483,14.71895981,4,0,5,9,1.026801765,-9.405836444,9.427947155,4,0,5,9,9,0,0,9,0.029375,0.018925,1.683275,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ren+V2b,none,whole_run,9,9,0,0,0,9,-5.625878726,-12.11702059,-0.8514117036,9,0,0,9,2.659005043,-7.060492042,5.698417491,1,0,8,9,-1.54160635,-49.65259799,1.058267575,8,0,1,9,-7.992734165,-46.70553927,1.477122544,6,0,3,,,,,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ren+V2b,excitatory,post_pulse,9,9,0,0,0,9,-6.276346632,-36.7118154,9.474821261,7,0,2,9,2.276589186,-24.31517337,13.16749085,4,0,5,9,-26.03045657,-37.34904923,13.53289864,6,0,3,9,-4.852170323,-22.95686724,24.66761181,5,0,4,9,9,0,0,9,1.0229,0.564475,1.4894,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V1Ren+V2b,inhibitory,post_pulse,9,9,0,0,0,9,-7.560235136,-17.67043212,-2.139419463,9,0,0,9,0.09309948202,-5.238455096,2.398266495,4,0,5,9,-3.425179244,-37.94297714,2.383691438,8,0,1,9,-1.458850943,-19.14929964,1.569046867,6,0,3,9,9,0,0,9,0.037525,0.0235,0.4919,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ia,none,whole_run,9,9,0,0,0,9,1.397478903,-8.281958844,6.026832504,2,0,7,9,1.064261289,-9.239044577,6.131499437,3,0,6,9,-1.344130589,-9.103633626,0.0126612736,8,0,1,9,0.04134173146,-11.16560732,0.5050183644,4,0,5,,,,,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ia,excitatory,post_pulse,9,9,0,0,0,9,4.259078127,-14.65701434,16.19988397,3,0,6,9,0.0008567152646,-21.13820705,9.727068808,4,0,5,9,1.780986465,-4.905256282,10.6923076,2,0,7,9,-0.2156197653,-15.30234125,1.330364894,7,0,2,9,9,0,0,9,1.1885,0.594475,1.488325,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ia,inhibitory,post_pulse,9,9,0,0,0,9,-2.272429462,-8.57441606,6.49675871,6,0,3,9,-1.276514187,-1.939194883,8.351643105,8,0,1,9,-0.3242711162,-3.7552313,17.71797475,5,0,4,9,1.640195746,-0.4298830121,15.9105326,1,0,8,9,9,0,0,9,0.054475,0.046325,1.3345,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ib,none,whole_run,9,9,0,0,0,9,-0.9282255796,-10.4449333,19.19834693,6,0,3,9,-0.001405094454,-4.787276975,20.12357876,5,0,4,9,-1.166756994,-6.767720507,12.10920903,6,0,3,9,0.2532443621,-0.34746774,8.308218813,3,0,6,,,,,0,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ib,excitatory,post_pulse,9,9,0,0,0,9,-7.829442798,-30.08297696,7.65139117,6,0,3,9,-5.742724921,-25.26839336,-0.4184585198,9,0,0,9,1.150358052,-6.254323558,16.20544167,3,0,6,9,0.1438384534,-10.05890468,4.957368477,3,0,6,9,9,0,0,9,0.631675,0.591375,1.0794,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
pair_minus_intact,V3+Ib,inhibitory,post_pulse,9,9,0,0,0,9,0.1156983911,-13.70944201,3.409300131,4,0,5,9,-1.160788656,-7.849039876,7.174598162,8,0,1,9,1.534858325,-6.492404328,7.312619068,3,0,6,9,1.002477602,-0.3999881779,6.492336754,2,0,7,9,9,0,0,9,0.050725,0.0271,0.4614,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,48
