intended_class,intended_route,matrix_position,pulse,design_cell_count,all_four_arms_rhythmic_cells,a1m0_rhythmic_failure_cells,a1m1_rhythmic_failure_cells,lr_class_marginal_delta_deg_complete_cells,lr_class_marginal_delta_deg_median,lr_class_marginal_delta_deg_range_min,lr_class_marginal_delta_deg_range_max,lr_class_marginal_delta_deg_negative_cells,lr_class_marginal_delta_deg_neutral_cells,lr_class_marginal_delta_deg_positive_cells,lr_route_marginal_delta_deg_complete_cells,lr_route_marginal_delta_deg_median,lr_route_marginal_delta_deg_range_min,lr_route_marginal_delta_deg_range_max,lr_route_marginal_delta_deg_negative_cells,lr_route_marginal_delta_deg_neutral_cells,lr_route_marginal_delta_deg_positive_cells,lr_joint_delta_deg_complete_cells,lr_joint_delta_deg_median,lr_joint_delta_deg_range_min,lr_joint_delta_deg_range_max,lr_joint_delta_deg_negative_cells,lr_joint_delta_deg_neutral_cells,lr_joint_delta_deg_positive_cells,lr_nonadditivity_deg_complete_cells,lr_nonadditivity_deg_median,lr_nonadditivity_deg_range_min,lr_nonadditivity_deg_range_max,lr_nonadditivity_deg_negative_cells,lr_nonadditivity_deg_neutral_cells,lr_nonadditivity_deg_positive_cells,fe_class_marginal_delta_deg_complete_cells,fe_class_marginal_delta_deg_median,fe_class_marginal_delta_deg_range_min,fe_class_marginal_delta_deg_range_max,fe_class_marginal_delta_deg_negative_cells,fe_class_marginal_delta_deg_neutral_cells,fe_class_marginal_delta_deg_positive_cells,fe_route_marginal_delta_deg_complete_cells,fe_route_marginal_delta_deg_median,fe_route_marginal_delta_deg_range_min,fe_route_marginal_delta_deg_range_max,fe_route_marginal_delta_deg_negative_cells,fe_route_marginal_delta_deg_neutral_cells,fe_route_marginal_delta_deg_positive_cells,fe_joint_delta_deg_complete_cells,fe_joint_delta_deg_median,fe_joint_delta_deg_range_min,fe_joint_delta_deg_range_max,fe_joint_delta_deg_negative_cells,fe_joint_delta_deg_neutral_cells,fe_joint_delta_deg_positive_cells,fe_nonadditivity_deg_complete_cells,fe_nonadditivity_deg_median,fe_nonadditivity_deg_range_min,fe_nonadditivity_deg_range_max,fe_nonadditivity_deg_negative_cells,fe_nonadditivity_deg_neutral_cells,fe_nonadditivity_deg_positive_cells,a0m0_recovery_eligible_cells,a0m0_recovery_event_observed_cells,a1m0_recovery_eligible_cells,a1m0_recovery_event_observed_cells,a0m1_recovery_eligible_cells,a0m1_recovery_event_observed_cells,a1m1_recovery_eligible_cells,a1m1_recovery_event_observed_cells,aggregation_basis,independent_stochastic_realization_count,inferential_scope,generated_at_utc,publication_script_version,publication_script_sha256,protocol_spec_sha256,locked_protocol_sha256,source_a_to_d_script_sha256,source_e_f_script_sha256,source_g_h_script_sha256,output_row_count
V0D,RG,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,0.1001917426,-5.109835655,1.150952189,4,0,5,9,23.75072043,3.12986961,40.4450543,0,0,9,9,-0.497634409,-55.56164912,7.848188243,5,0,4,9,5.003865761,1.431089443,33.2921303,0,0,9,9,0.1422541386,-5.182846303,0.9445109457,3,0,6,9,5.460996154,-1.628409141,33.62493715,1,0,8,9,0.082725737,-21.83504022,17.3025103,4,0,5,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,RG,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.1303040684,-17.37539699,22.51025205,4,0,5,9,21.57649063,11.86956161,105.2139598,0,0,9,9,4.340285077,-29.67488942,38.765032,4,0,5,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,-0.2203954482,-11.91543775,27.31094382,5,0,4,9,1.807623014,-10.01886639,19.67933479,2,0,7,9,3.827622101,-22.81386165,18.37053635,2,0,7,9,9,9,7,9,9,9,6,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,RG,off_diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,-0.3525882725,-5.879007006,2.330552888,5,0,4,9,18.69556448,14.73281985,37.13179664,0,0,9,9,-0.4074309978,-19.69008224,24.49038731,5,0,4,9,6.292580028,1.842999433,19.77845582,0,0,9,9,0.03846927553,-4.383657952,0.545177358,3,0,6,9,3.206697398,1.961393234,29.76344921,0,0,9,9,0.2406975759,-9.404629691,23.18478948,2,0,7,9,9,9,8,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,PF,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,0.03039713982,-10.82724485,5.29148442,4,0,5,9,24.04135049,-10.14411511,91.27248526,1,0,8,9,-0.5528343261,-63.11822464,41.18254001,6,0,3,9,5.003865761,1.431089443,33.2921303,0,0,9,9,-0.3726475631,-14.0961597,7.347511887,8,0,1,9,2.547298658,-13.02390581,29.43344669,1,0,8,9,0.390274863,-8.388453091,6.708018892,3,0,6,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,PF,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.1445608819,-16.85700968,5.35105073,3,0,6,9,28.15714814,13.27062737,63.20516939,0,0,9,9,0.01938288595,-5.550400512,17.19783567,4,0,5,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,0.02364516252,-14.280437,5.85211782,4,0,5,9,-1.340118698,-14.43276031,8.551835236,5,0,4,9,-0.09723469161,-23.52321265,18.98573754,5,0,4,9,9,9,7,9,9,9,9,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,PF,off_diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,-1.420871879,-5.577497408,2.74119681,5,0,4,9,20.91495399,-0.2124940277,64.28589543,1,0,8,9,-2.318666628,-26.74900269,48.55070102,6,0,3,9,6.292580028,1.842999433,19.77845582,0,0,9,9,-0.01054312042,-5.838100381,1.099181112,5,0,4,9,2.927848149,-4.103253172,26.86721027,1,0,8,9,-0.01693413534,-18.04360861,19.21606282,5,0,4,9,9,9,8,9,9,9,9,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,MN,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,-0.1301498489,-13.12044858,11.18795089,5,0,4,9,23.61782259,8.363285385,44.14943982,0,0,9,9,-1.292392488,-42.31762042,1.569999451,6,0,3,9,5.003865761,1.431089443,33.2921303,0,0,9,9,-0.1424882411,-14.63500264,8.048894925,5,0,4,9,2.778810332,0.3360525573,23.33121678,0,0,9,9,0.3711747415,-18.00980845,6.447859194,2,0,7,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,MN,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.1554482056,-13.29057422,5.662073151,3,0,6,9,42.80597152,11.9681502,62.82345898,0,0,9,9,0.7284228806,-18.49984844,37.3855316,4,0,5,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,0.1418366257,-8.091418611,11.16366843,3,0,6,9,2.052992265,-15.20172804,13.5387945,3,0,6,9,0.07371390609,-12.80712655,23.58129005,4,0,5,9,9,9,7,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,MN,off_diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,-0.02585095362,-7.212839255,14.37606313,5,0,4,9,24.85014544,15.52445927,33.82342831,0,0,9,9,0.4758483054,-7.296650329,4.04317592,4,0,5,9,6.292580028,1.842999433,19.77845582,0,0,9,9,0.0119287897,-6.923700649,10.98219517,4,0,5,9,6.099124451,2.830056272,14.63055251,0,0,9,9,0.5710369876,-13.05804161,12.63302049,4,0,5,9,9,9,8,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0D,diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,-0.3163063316,-1.86486278,2.716080324,5,0,4,9,26.46124585,14.79403711,63.80135438,0,0,9,9,0.3163063316,-2.716080324,1.86486278,4,0,5,9,5.003865761,1.431089443,33.2921303,0,0,9,9,0.05915773152,-2.425927127,1.184054278,4,0,5,9,5.003865761,1.431089443,33.2921303,0,0,9,9,-0.05915773152,-1.184054278,2.425927127,5,0,4,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0D,diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,-0.8931558241,-8.304737349,1.925695312,5,0,4,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.8931558241,-1.925695312,8.304737349,4,0,5,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,-0.08614679914,-13.93033481,2.435247222,6,0,3,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,0.08614679914,-2.435247222,13.93033481,3,0,6,9,9,9,7,9,9,9,7,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0D,diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,0.02756715173,-4.949540148,6.2249945,4,0,5,9,24.64971491,12.9939976,43.45521453,0,0,9,9,-0.02756715173,-6.2249945,4.949540148,5,0,4,9,6.292580028,1.842999433,19.77845582,0,0,9,9,0.1183873452,-2.76720121,5.287955437,3,0,6,9,6.292580028,1.842999433,19.77845582,0,0,9,9,-0.1183873452,-5.287955437,2.76720121,6,0,3,9,9,9,8,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0V,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,-0.003996768116,-11.72681718,14.0899718,5,0,4,9,24.7199627,15.60142879,85.20938718,0,0,9,9,0.06075482237,-27.3545745,36.44384842,4,0,5,9,5.003865761,1.431089443,33.2921303,0,0,9,9,-0.07402181101,-12.77463156,11.81795365,6,0,3,9,5.551503031,1.571242734,28.69349357,0,0,9,9,0.363926448,-4.029739476,9.424391937,3,0,6,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0V,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0,-11.71076518,8.781780944,4,1,4,9,41.20633166,14.89556975,101.7361302,0,0,9,9,-0.3134693395,-8.673924349,76.26731101,6,0,3,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,0.04881498003,-14.89459464,4.591250911,3,1,5,9,1.692319301,-14.76871023,16.98096619,3,0,6,9,0.03790228566,-4.794993097,42.98629221,4,0,5,9,9,9,7,9,9,9,7,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V0V,off_diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,0.05172836118,-3.688030454,7.0051361,3,0,6,9,24.58326727,14.32823794,66.23665765,0,0,9,9,-0.3770465127,-4.350145703,36.76353114,5,0,4,9,6.292580028,1.842999433,19.77845582,0,0,9,9,-0.08994719801,-5.228123276,6.380009816,6,0,3,9,5.086162007,1.095272738,21.39258544,0,0,9,9,0.6104423385,-4.52118301,16.38778267,4,0,5,9,9,9,8,9,9,9,9,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V2a,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,-0.09024583231,-9.644689165,1.890867591,5,0,4,9,23.83826312,14.44800151,45.74326628,0,0,9,9,-0.200813396,-29.36821023,1.813017472,6,0,3,9,5.003865761,1.431089443,33.2921303,0,0,9,9,-0.2559473438,-8.367892515,2.120312378,5,0,4,9,2.501325438,1.166068296,19.35583048,0,0,9,9,-0.1300913786,-13.49157322,1.066555723,5,0,4,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V2a,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.9089382621,-5.665078828,21.73198266,3,0,6,9,27.77872739,15.26010143,63.21007071,0,0,9,9,-0.8846866027,-19.76951654,21.44599855,5,0,4,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,-0.2902632994,-5.622391402,5.326276511,6,0,3,9,-0.3665594879,-16.25025772,31.24776052,5,0,4,9,0.07017871073,-5.348156914,16.3557712,4,0,5,9,9,9,7,9,9,9,9,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V2a,off_diagonal,inhibitory,9,9,0,0,9,24.64971491,12.9939976,43.45521453,0,0,9,9,-1.143338442,-4.540148965,6.477691251,5,0,4,9,22.6850541,15.5531474,66.10920145,0,0,9,9,1.53716445,-8.67997327,33.01720694,2,0,7,9,6.292580028,1.842999433,19.77845582,0,0,9,9,0.07422689279,-1.949120915,1.425321008,4,0,5,9,5.014806271,1.2771001,26.53626692,0,0,9,9,0.7819846721,-6.299138865,21.22669655,3,0,6,9,9,9,8,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V3,off_diagonal,none,9,9,0,0,9,26.46124585,14.79403711,63.80135438,0,0,9,9,0,-5.683552172,5.507114803,2,4,3,9,24.59010177,13.82888409,82.54867775,0,0,9,9,-0.02095663625,-34.82104033,24.43087554,5,2,2,9,5.003865761,1.431089443,33.2921303,0,0,9,9,0,-4.121713865,5.204434927,2,4,3,9,5.003865761,1.431089443,9.189508957,0,0,9,9,0,-27.12736679,2.985203144,4,2,3,,,,,,,,,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
V0D,V3,off_diagonal,excitatory,9,9,0,0,9,28.741128,11.09834798,63.07090244,0,0,9,9,0.0001278292883,-0.5483558344,3.781604423,2,2,5,9,37.70172949,11.09834798,63.11761474,0,0,9,9,0,-0.3041142952,13.34405175,3,2,4,9,-1.120363094,-15.08881006,15.18225262,5,0,4,9,0,-0.6034253864,4.628985039,4,2,3,9,-1.094119423,-15.08881006,16.22450151,5,0,4,9,0.01110496597,-3.586736149,2.245538659,2,2,5,9,9,9,7,9,9,9,8,descriptive design grid within one frozen realization; ranges are not uncertainty intervals,1,conditional on one frozen realization; no sampling inference,2026-08-26T18:12:43.884305+00:00,publication-outputs-1.0.0,0950b556111bec172d56ad34fe3569f251832a44e44c7eb43f636e6af321a5a1,ac36628fef7684bc08672b4c0678d32822a62f1b86b86ed9e5e19afa29f97220,cf2fef52687428f0eab74fc123ceb2a36cb6d0fc70d5442d221c955a4753ae2f,a0b23907336269b78a7cfd2eb7057232c7afcf87129f8a4c9d0f5e93faa0a5ef,d0bde0ec0552c341e5ead1b4598d63352fb999a1674433bd60a7c7c3d3287ac0,9c306d57a391d92a493f0b9590b5ec0d2af7679ab1dc1116abab6b6253017763,300
